,EntryNo_,ItemLedgerEntryNo_,Inbound,Outbound,Quantity,TrfFrom,ILEInbound,OutboundTrf,PostingDate,Link_In,Link_Out
2987,4873827,4861598,4861160,4861598,-1.00000000000000000000,0,4861598|4861160,4861598|0,2021-06-03,NA,4861160
2988,4874175,4861946,4861788,4861946,-1.00000000000000000000,0,4861946|4861788,4861946|0,2021-06-03,NA,4861788
2989,4874181,4861952,4861794,4861952,-1.00000000000000000000,0,4861952|4861794,4861952|0,2021-06-03,NA,4861794
2990,4874475,4862246,4834239,4862246,-1.00000000000000000000,0,4862246|4834239,4862246|0,2021-06-03,NA,4834239
2991,4874614,4862385,4562521,4862385,-1.00000000000000000000,0,4862385|4562521,4862385|0,2021-06-03,NA,4562521
2992,4874985,4862756,4862755,4862756,-1.00000000000000000000,0,4862756|4862755,4862756|0,2021-06-04,NA,4862755
2993,4875140,4862911,4677028,4862911,-1.00000000000000000000,0,4862911|4677028,4862911|0,2021-06-04,NA,4677028
2994,4875152,4862923,4862902,4862923,-1.00000000000000000000,0,4862923|4862902,4862923|0,2021-06-04,NA,4862902
2995,4875178,4862949,4862948,4862949,-1.00000000000000000000,0,4862949|4862948,4862949|0,2021-06-04,NA,4862948
2996,4875351,4863122,4863122,4863121,1.00000000000000000000,4863120,4863122|4863122,4863121|4863120,2021-06-04,4863121|4863120,-1
2997,4876246,4864017,4863902,4864017,-1.00000000000000000000,0,4864017|4863902,4864017|0,2021-06-04,NA,4863902
2998,4876820,4864591,4864491,4864591,-1.00000000000000000000,0,4864591|4864491,4864591|0,2021-06-04,NA,4864491
2999,4877210,4864979,4840330,4864979,-1.00000000000000000000,0,4864979|4840330,4864979|0,2021-06-04,NA,4840330
3000,4877440,4865209,4861217,4865209,-1.00000000000000000000,0,4865209|4861217,4865209|0,2021-06-04,NA,4861217
3001,4872739,4860512,4860512,4860511,1.00000000000000000000,4859074,4860512|4860512,4860511|4859074,2021-06-03,4860511|4859074,-1
3002,4873208,4860981,4860981,4860980,1.00000000000000000000,4452671,4860981|4860981,4860980|4452671,2021-06-03,4860980|4452671,-1
3003,4873832,4861603,4861165,4861603,-1.00000000000000000000,0,4861603|4861165,4861603|0,2021-06-03,NA,4861165
3004,4873880,4861651,4861651,4861650,1.00000000000000000000,4861647,4861651|4861651,4861650|4861647,2021-06-03,4861650|4861647,-1
3005,4873887,4861658,4861658,4861657,1.00000000000000000000,4822091,4861658|4861658,4861657|4822091,2021-06-03,4861657|4822091,-1
3006,4874354,4862125,4862078,4862125,-1.00000000000000000000,0,4862125|4862078,4862125|0,2021-06-03,NA,4862078
3007,4874541,4862312,4862312,4841253,1.00000000000000000000,0,4862312|4862312,4841253|0,2021-06-03,NA,4862312
3008,4874574,4862345,4862345,4841286,1.00000000000000000000,0,4862345|4862345,4841286|0,2021-06-03,NA,4862345
3009,4875476,4863247,4815069,4863247,-1.00000000000000000000,0,4863247|4815069,4863247|0,2021-06-04,NA,4815069
3010,4875498,4863269,4863137,4863269,-1.00000000000000000000,0,4863269|4863137,4863269|0,2021-06-04,NA,4863137
3011,4875597,4863368,4666833,4863368,-1.00000000000000000000,0,4863368|4666833,4863368|0,2021-06-04,NA,4666833
3012,4875719,4863490,4863490,4863489,1.00000000000000000000,4617403,4863490|4863490,4863489|4617403,2021-06-04,4863489|4617403,-1
3013,4876154,4863925,4863860,4863925,-1.00000000000000000000,0,4863925|4863860,4863925|0,2021-06-04,NA,4863860
3014,4876196,4863967,4863835,4863967,-1.00000000000000000000,0,4863967|4863835,4863967|0,2021-06-04,NA,4863835
3015,4876383,4864154,4864154,4864153,1.00000000000000000000,4821268,4864154|4864154,4864153|4821268,2021-06-04,4864153|4821268,-1
3016,4876496,4864267,4864186,4864267,-1.00000000000000000000,0,4864267|4864186,4864267|0,2021-06-04,NA,4864186
3017,4876888,4864659,4864659,4864658,1.00000000000000000000,4864641,4864659|4864659,4864658|4864641,2021-06-04,4864658|4864641,-1
3018,4876894,4864665,4864665,4864664,1.00000000000000000000,4864647,4864665|4864665,4864664|4864647,2021-06-04,4864664|4864647,-1
3019,4872761,4860534,4860534,4860533,1.00000000000000000000,4476418,4860534|4860534,4860533|4476418,2021-06-03,4860533|4476418,-1
3020,4872943,4860716,4860699,4860716,-1.00000000000000000000,0,4860716|4860699,4860716|0,2021-06-03,NA,4860699
3021,4873170,4860943,4679741,4860943,-1.00000000000000000000,0,4860943|4679741,4860943|0,2021-06-03,NA,4679741
3022,4873799,4861570,4861135,4861570,-1.00000000000000000000,0,4861570|4861135,4861570|0,2021-06-03,NA,4861135
3023,4874116,4861887,4861729,4861887,-1.00000000000000000000,0,4861887|4861729,4861887|0,2021-06-03,NA,4861729
3024,4874226,4861997,4861839,4861997,-1.00000000000000000000,0,4861997|4861839,4861997|0,2021-06-03,NA,4861839
3025,4875826,4863597,4857111,4863597,-1.00000000000000000000,0,4863597|4857111,4863597|0,2021-06-04,NA,4857111
3026,4876216,4863987,4863855,4863987,-1.00000000000000000000,0,4863987|4863855,4863987|0,2021-06-04,NA,4863855
3027,4876890,4864661,4864661,4864660,1.00000000000000000000,4864643,4864661|4864661,4864660|4864643,2021-06-04,4864660|4864643,-1
3028,4877471,4865240,4862369,4865240,-1.00000000000000000000,0,4865240|4862369,4865240|0,2021-06-04,NA,4862369
3029,4872515,4860289,4860289,4851972,1.00000000000000000000,0,4860289|4860289,4851972|0,2021-06-03,NA,4860289
3030,4872593,4860367,4860367,4852050,1.00000000000000000000,0,4860367|4860367,4852050|0,2021-06-03,NA,4860367
3031,4872626,4860400,4860191,4860400,-1.00000000000000000000,0,4860400|4860191,4860400|0,2021-06-03,NA,4860191
3032,4872898,4860671,4860671,4860670,1.00000000000000000000,4826792,4860671|4860671,4860670|4826792,2021-06-03,4860670|4826792,-1
3033,4873175,4860948,4860948,4860947,1.00000000000000000000,4860944,4860948|4860948,4860947|4860944,2021-06-03,4860947|4860944,-1
3034,4873527,4861300,4827773,4861300,-1.00000000000000000000,0,4861300|4827773,4861300|0,2021-06-03,NA,4827773
3035,4873545,4861318,4827792,4861318,-1.00000000000000000000,0,4861318|4827792,4861318|0,2021-06-03,NA,4827792
3036,4873675,4861446,4861443,4861446,-1.00000000000000000000,0,4861446|4861443,4861446|0,2021-06-03,NA,4861443
3037,4874262,4862033,4861439,4862033,-1.00000000000000000000,0,4862033|4861439,4862033|0,2021-06-03,NA,4861439
3038,4874700,4862471,4856876,4862471,-1.00000000000000000000,0,4862471|4856876,4862471|0,2021-06-03,NA,4856876
3039,4874713,4862484,4862484,4862483,1.00000000000000000000,4802466,4862484|4862484,4862483|4802466,2021-06-03,4862483|4802466,-1
3040,4875137,4862908,4862908,4862907,1.00000000000000000000,4858767,4862908|4862908,4862907|4858767,2021-06-04,4862907|4858767,-1
3041,4875609,4863380,4863375,4863380,-1.00000000000000000000,0,4863380|4863375,4863380|0,2021-06-04,NA,4863375
3042,4875730,4863501,4617409,4863501,-1.00000000000000000000,0,4863501|4617409,4863501|0,2021-06-04,NA,4617409
3043,4875929,4863700,4828922,4863700,-1.00000000000000000000,0,4863700|4828922,4863700|0,2021-06-04,NA,4828922
3044,4876099,4863870,4863469,4863870,-1.00000000000000000000,0,4863870|4863469,4863870|0,2021-06-04,NA,4863469
3045,4876335,4864106,4864106,4846967,1.00000000000000000000,0,4864106|4864106,4846967|0,2021-06-04,NA,4864106
3046,4876344,4864115,4864115,4846976,1.00000000000000000000,0,4864115|4864115,4846976|0,2021-06-04,NA,4864115
3047,4877080,4864850,4864809,4864850,-1.00000000000000000000,0,4864850|4864809,4864850|0,2021-06-04,NA,4864809
3048,4877111,4864880,4787793,4864880,-1.00000000000000000000,0,4864880|4787793,4864880|0,2021-06-04,NA,4787793
3049,4877264,4865033,4865030,4865033,-1.00000000000000000000,0,4865033|4865030,4865033|0,2021-06-04,NA,4865030
3050,4872656,4860430,4850493,4860430,-1.00000000000000000000,0,4860430|4850493,4860430|0,2021-06-03,NA,4850493
3051,4872746,4860519,4860504,4860519,-1.00000000000000000000,0,4860519|4860504,4860519|0,2021-06-03,NA,4860504
3052,4872946,4860719,4860719,4860718,1.00000000000000000000,4860717,4860719|4860719,4860718|4860717,2021-06-03,4860718|4860717,-1
3053,4873173,4860946,4860946,4860945,1.00000000000000000000,4860942,4860946|4860946,4860945|4860942,2021-06-03,4860945|4860942,-1
3054,4873231,4861004,4861001,4861004,-1.00000000000000000000,0,4861004|4861001,4861004|0,2021-06-03,NA,4861001
3055,4873623,4861396,4861396,4861395,1.00000000000000000000,4479158,4861396|4861396,4861395|4479158,2021-06-03,4861395|4479158,-1
3056,4874103,4861874,4861874,4861873,1.00000000000000000000,4443804,4861874|4861874,4861873|4443804,2021-06-03,4861873|4443804,-1
3057,4875191,4862962,4862962,4862961,1.00000000000000000000,4861270,4862962|4862962,4862961|4861270,2021-06-04,4862961|4861270,-1
3058,4875513,4863284,4863283,4863284,-1.00000000000000000000,0,4863284|4863283,4863284|0,2021-06-04,NA,4863283
3059,4875632,4863403,4863403,4863402,1.00000000000000000000,4863399,4863403|4863403,4863402|4863399,2021-06-04,4863402|4863399,-1
3060,4875906,4863677,4863654,4863677,-1.00000000000000000000,0,4863677|4863654,4863677|0,2021-06-04,NA,4863654
3061,4875995,4863766,4863719,4863766,-1.00000000000000000000,0,4863766|4863719,4863766|0,2021-06-04,NA,4863719
3062,4876337,4864108,4864108,4846969,10.00000000000000000000,0,4864108|4864108,4846969|0,2021-06-04,NA,4864108
3063,4876616,4864387,4863704,4864387,-1.00000000000000000000,0,4864387|4863704,4864387|0,2021-06-04,NA,4863704
3064,4876975,4864746,4864729,4864746,-1.00000000000000000000,0,4864746|4864729,4864746|0,2021-06-04,NA,4864729
3065,4877281,4865050,4865050,4865049,1.00000000000000000000,4862203,4865050|4865050,4865049|4862203,2021-06-04,4865049|4862203,-1
3066,4877361,4865130,4865089,4865130,-1.00000000000000000000,0,4865130|4865089,4865130|0,2021-06-04,NA,4865089
3067,4872756,4860529,4860514,4860529,-1.00000000000000000000,0,4860529|4860514,4860529|0,2021-06-03,NA,4860514
3068,4872781,4860554,4860554,4860553,1.00000000000000000000,4860552,4860554|4860554,4860553|4860552,2021-06-03,4860553|4860552,-1
3069,4872881,4860654,4860653,4860654,-1.00000000000000000000,0,4860654|4860653,4860654|0,2021-06-03,NA,4860653
3070,4873565,4861338,4861027,4861338,-1.00000000000000000000,0,4861338|4861027,4861338|0,2021-06-03,NA,4861027
3071,4873918,4861689,4861688,4861689,-1.00000000000000000000,0,4861689|4861688,4861689|0,2021-06-03,NA,4861688
3072,4874446,4862217,4834195,4862217,-1.00000000000000000000,0,4862217|4834195,4862217|0,2021-06-03,NA,4834195
3073,4874710,4862481,4861720,4862481,-1.00000000000000000000,0,4862481|4861720,4862481|0,2021-06-03,NA,4861720
3074,4874869,4862640,4862640,4862639,1.00000000000000000000,4862638,4862640|4862640,4862639|4862638,2021-06-03,4862639|4862638,-1
3075,4875182,4862953,4862819,4862953,-1.00000000000000000000,0,4862953|4862819,4862953|0,2021-06-04,NA,4862819
3076,4875439,4863210,4844300,4863210,-1.00000000000000000000,0,4863210|4844300,4863210|0,2021-06-04,NA,4844300
3077,4875440,4863211,4844301,4863211,-1.00000000000000000000,0,4863211|4844301,4863211|0,2021-06-04,NA,4844301
3078,4875611,4863382,4863377,4863382,-1.00000000000000000000,0,4863382|4863377,4863382|0,2021-06-04,NA,4863377
3079,4875996,4863767,4863720,4863767,-1.00000000000000000000,0,4863767|4863720,4863767|0,2021-06-04,NA,4863720
3080,4876236,4864007,4863892,4864007,-1.00000000000000000000,0,4864007|4863892,4864007|0,2021-06-04,NA,4863892
3081,4876371,4864142,4864142,4864141,1.00000000000000000000,4821268,4864142|4864142,4864141|4821268,2021-06-04,4864141|4821268,-1
3082,4876609,4864380,4666825,4864380,-1.00000000000000000000,0,4864380|4666825,4864380|0,2021-06-04,NA,4666825
3083,4876614,4864385,4863529,4864385,-1.00000000000000000000,0,4864385|4863529,4864385|0,2021-06-04,NA,4863529
3084,4876711,4864482,4435643,4864482,-1.00000000000000000000,0,4864482|4435643,4864482|0,2021-06-04,NA,4435643
3085,4876981,4864752,4617383,4864752,-1.00000000000000000000,0,4864752|4617383,4864752|0,2021-06-04,NA,4617383
3086,4872652,4860426,4850523,4860426,-1.00000000000000000000,0,4860426|4850523,4860426|0,2021-06-03,NA,4850523
3087,4873197,4860970,4860970,4860969,1.00000000000000000000,4626135,4860970|4860970,4860969|4626135,2021-06-03,4860969|4626135,-1
3088,4873328,4861101,4857621,4861101,-1.00000000000000000000,0,4861101|4857621,4861101|0,2021-06-03,NA,4857621
3089,4873621,4861394,4861394,4861393,1.00000000000000000000,4861392,4861394|4861394,4861393|4861392,2021-06-03,4861393|4861392,-1
3090,4873839,4861610,4861610,4861609,1.00000000000000000000,4815064,4861610|4861610,4861609|4815064,2021-06-03,4861609|4815064,-1
3091,4874196,4861967,4861809,4861967,-1.00000000000000000000,0,4861967|4861809,4861967|0,2021-06-03,NA,4861809
3092,4874228,4861999,4861841,4861999,-1.00000000000000000000,0,4861999|4861841,4861999|0,2021-06-03,NA,4861841
3093,4874471,4862242,4862242,4862241,1.00000000000000000000,4856873,4862242|4862242,4862241|4856873,2021-06-03,4862241|4856873,-1
3094,4874680,4862451,4862451,4862450,1.00000000000000000000,4862449,4862451|4862451,4862450|4862449,2021-06-03,4862450|4862449,-1
3095,4874723,4862494,4862494,4862493,1.00000000000000000000,4862488,4862494|4862494,4862493|4862488,2021-06-03,4862493|4862488,-1
3096,4875221,4862992,4862992,4862991,1.00000000000000000000,4861233,4862992|4862992,4862991|4861233,2021-06-04,4862991|4861233,-1
3097,4875484,4863255,4677028,4863255,-1.00000000000000000000,0,4863255|4677028,4863255|0,2021-06-04,NA,4677028
3098,4875990,4863761,4863714,4863761,-1.00000000000000000000,0,4863761|4863714,4863761|0,2021-06-04,NA,4863714
3099,4876028,4863799,4863799,4863798,1.00000000000000000000,4863795,4863799|4863799,4863798|4863795,2021-06-04,4863798|4863795,-1
3100,4876379,4864150,4864150,4864149,1.00000000000000000000,4821268,4864150|4864150,4864149|4821268,2021-06-04,4864149|4821268,-1
3101,4876792,4864563,4864508,4864563,-1.00000000000000000000,0,4864563|4864508,4864563|0,2021-06-04,NA,4864508
3102,4877305,4865074,4862351,4865074,-1.00000000000000000000,0,4865074|4862351,4865074|0,2021-06-04,NA,4862351
3103,4872715,4860489,4860477,4860489,-1.00000000000000000000,0,4860489|4860477,4860489|0,2021-06-03,NA,4860477
3104,4873597,4861370,4861059,4861370,-1.00000000000000000000,0,4861370|4861059,4861370|0,2021-06-03,NA,4861059
3105,4874348,4862119,4822799,4862119,-1.00000000000000000000,0,4862119|4822799,4862119|0,2021-06-03,NA,4822799
3106,4874438,4862209,4834179,4862209,-1.00000000000000000000,0,4862209|4834179,4862209|0,2021-06-03,NA,4834179
3107,4874875,4862646,4862646,4862645,1.00000000000000000000,4862642,4862646|4862646,4862645|4862642,2021-06-03,4862645|4862642,-1
3108,4875193,4862964,4862964,4862963,1.00000000000000000000,4861266,4862964|4862964,4862963|4861266,2021-06-04,4862963|4861266,-1
3109,4875239,4863010,4863010,4863009,1.00000000000000000000,4861258,4863010|4863010,4863009|4861258,2021-06-04,4863009|4861258,-1
3110,4875447,4863218,4863188,4863218,-1.00000000000000000000,0,4863218|4863188,4863218|0,2021-06-04,NA,4863188
3111,4872974,4860747,4829439,4860747,-1.00000000000000000000,0,4860747|4829439,4860747|0,2021-06-03,NA,4829439
3112,4873560,4861333,4861022,4861333,-1.00000000000000000000,0,4861333|4861022,4861333|0,2021-06-03,NA,4861022
3113,4874215,4861986,4861828,4861986,-1.00000000000000000000,0,4861986|4861828,4861986|0,2021-06-03,NA,4861828
3114,4874355,4862126,4862079,4862126,-1.00000000000000000000,0,4862126|4862079,4862126|0,2021-06-03,NA,4862079
3115,4875225,4862996,4862996,4862995,1.00000000000000000000,4861236,4862996|4862996,4862995|4861236,2021-06-04,4862995|4861236,-1
3116,4875254,4863025,4861259,4863025,-1.00000000000000000000,0,4863025|4861259,4863025|0,2021-06-04,NA,4861259
3117,4875668,4863439,4862325,4863439,-1.00000000000000000000,0,4863439|4862325,4863439|0,2021-06-04,NA,4862325
3118,4876464,4864235,4864154,4864235,-1.00000000000000000000,0,4864235|4864154,4864235|0,2021-06-04,NA,4864154
3119,4876816,4864587,4864487,4864587,-1.00000000000000000000,0,4864587|4864487,4864587|0,2021-06-04,NA,4864487
3120,4876821,4864592,4864492,4864592,-1.00000000000000000000,0,4864592|4864492,4864592|0,2021-06-04,NA,4864492
3121,4876909,4864680,4864677,4864680,-1.00000000000000000000,0,4864680|4864677,4864680|0,2021-06-04,NA,4864677
3122,4877344,4865113,4865110,4865113,-1.00000000000000000000,0,4865113|4865110,4865113|0,2021-06-04,NA,4865110
3123,4873312,4861085,4802416,4861085,-1.00000000000000000000,0,4861085|4802416,4861085|0,2021-06-03,NA,4802416
3124,4873830,4861601,4861163,4861601,-1.00000000000000000000,0,4861601|4861163,4861601|0,2021-06-03,NA,4861163
3125,4874351,4862122,4862075,4862122,-1.00000000000000000000,0,4862122|4862075,4862122|0,2021-06-03,NA,4862075
3126,4874511,4862282,4862282,4862281,1.00000000000000000000,4862278,4862282|4862282,4862281|4862278,2021-06-03,4862281|4862278,-1
3127,4874654,4862425,4862425,4862424,1.00000000000000000000,4856875,4862425|4862425,4862424|4856875,2021-06-03,4862424|4856875,-1
3128,4875013,4862784,4862770,4862784,-1.00000000000000000000,0,4862784|4862770,4862784|0,2021-06-04,NA,4862770
3129,4875295,4863066,4863062,4863066,-1.00000000000000000000,0,4863066|4863062,4863066|0,2021-06-04,NA,4863062
3130,4875591,4863362,4863362,4863361,1.00000000000000000000,4774251,4863362|4863362,4863361|4774251,2021-06-04,4863361|4774251,-1
3131,4875833,4863604,4857118,4863604,-1.00000000000000000000,0,4863604|4857118,4863604|0,2021-06-04,NA,4857118
3132,4876185,4863956,4863824,4863956,-1.00000000000000000000,0,4863956|4863824,4863956|0,2021-06-04,NA,4863824
3133,4876290,4864061,4859795,4864061,-1.00000000000000000000,0,4864061|4859795,4864061|0,2021-06-04,NA,4859795
3134,4876384,4864155,4821268,4864155,-1.00000000000000000000,0,4864155|4821268,4864155|0,2021-06-04,NA,4821268
3135,4876918,4864689,4864689,4864688,1.00000000000000000000,4343987,4864689|4864689,4864688|4343987,2021-06-04,4864688|4343987,-1
3136,4877342,4865111,4865108,4865111,-1.00000000000000000000,0,4865111|4865108,4865111|0,2021-06-04,NA,4865108
3137,4873639,4861412,4861412,4861411,1.00000000000000000000,4860482,4861412|4861412,4861411|4860482,2021-06-03,4861411|4860482,-1
3138,4873802,4861573,4861138,4861573,-1.00000000000000000000,0,4861573|4861138,4861573|0,2021-06-03,NA,4861138
3139,4874161,4861932,4861774,4861932,-1.00000000000000000000,0,4861932|4861774,4861932|0,2021-06-03,NA,4861774
3140,4874212,4861983,4861825,4861983,-1.00000000000000000000,0,4861983|4861825,4861983|0,2021-06-03,NA,4861825
3141,4874378,4862149,4862149,4862148,1.00000000000000000000,4852625,4862149|4862149,4862148|4852625,2021-06-03,4862148|4852625,-1
3142,4874598,4862369,4862369,4841310,1.00000000000000000000,0,4862369|4862369,4841310|0,2021-06-03,NA,4862369
3143,4874965,4862736,4679272,4862736,-1.00000000000000000000,0,4862736|4679272,4862736|0,2021-06-04,NA,4679272
3144,4875056,4862827,4862812,4862827,-1.00000000000000000000,0,4862827|4862812,4862827|0,2021-06-04,NA,4862812
3145,4875227,4862998,4862998,4862997,1.00000000000000000000,4861232,4862998|4862998,4862997|4861232,2021-06-04,4862997|4861232,-1
3146,4875727,4863498,4863498,4863497,1.00000000000000000000,4617407,4863498|4863498,4863497|4617407,2021-06-04,4863497|4617407,-1
3147,4876612,4864383,4864383,4864382,1.00000000000000000000,4864381,4864383|4864383,4864382|4864381,2021-06-04,4864382|4864381,-1
3148,4876633,4864404,4844468,4864404,-1.00000000000000000000,0,4864404|4844468,4864404|0,2021-06-04,NA,4844468
3149,4876877,4864648,4864476,4864648,-1.00000000000000000000,0,4864648|4864476,4864648|0,2021-06-04,NA,4864476
3150,4877052,4864822,4864822,4864821,5.00000000000000000000,4864820,4864822|4864822,4864821|4864820,2021-06-04,4864821|4864820,-1
3151,4877096,4864865,4296329,4864865,-1.00000000000000000000,0,4864865|4296329,4864865|0,2021-06-04,NA,4296329
3152,4872904,4860677,4860676,4860677,-1.00000000000000000000,0,4860677|4860676,4860677|0,2021-06-03,NA,4860676
3153,4873320,4861093,4802424,4861093,-1.00000000000000000000,0,4861093|4802424,4861093|0,2021-06-03,NA,4802424
3154,4873324,4861097,4578350,4861097,-1.00000000000000000000,0,4861097|4578350,4861097|0,2021-06-03,NA,4578350
3155,4873626,4861399,4861396,4861399,-1.00000000000000000000,0,4861399|4861396,4861399|0,2021-06-03,NA,4861396
3156,4874500,4862271,4862162,4862271,-1.00000000000000000000,0,4862271|4862162,4862271|0,2021-06-03,NA,4862162
3157,4874547,4862318,4862318,4841259,1.00000000000000000000,0,4862318|4862318,4841259|0,2021-06-03,NA,4862318
3158,4874639,4862410,4654407,4862410,-1.00000000000000000000,0,4862410|4654407,4862410|0,2021-06-03,NA,4654407
3159,4874688,4862459,4862458,4862459,-1.00000000000000000000,0,4862459|4862458,4862459|0,2021-06-03,NA,4862458
3160,4875175,4862946,4862946,4862945,1.00000000000000000000,4862944,4862946|4862946,4862945|4862944,2021-06-04,4862945|4862944,-1
3161,4875230,4863001,4861235,4863001,-1.00000000000000000000,0,4863001|4861235,4863001|0,2021-06-04,NA,4861235
3162,4875585,4863356,4863355,4863356,-1.00000000000000000000,0,4863356|4863355,4863356|0,2021-06-04,NA,4863355
3163,4875605,4863376,4802575,4863376,-1.00000000000000000000,0,4863376|4802575,4863376|0,2021-06-04,NA,4802575
3164,4875819,4863590,4857104,4863590,-1.00000000000000000000,0,4863590|4857104,4863590|0,2021-06-04,NA,4857104
3165,4876008,4863779,4863732,4863779,-1.00000000000000000000,0,4863779|4863732,4863779|0,2021-06-04,NA,4863732
3166,4876872,4864643,4864643,4864642,1.00000000000000000000,4863816,4864643|4864643,4864642|4863816,2021-06-04,4864642|4863816,-1
3167,4877283,4865052,4865052,4865051,1.00000000000000000000,4865050,4865052|4865052,4865051|4865050,2021-06-04,4865051|4865050,-1
3168,4872591,4860365,4860365,4852048,1.00000000000000000000,0,4860365|4860365,4852048|0,2021-06-03,NA,4860365
3169,4872647,4860421,4850518,4860421,-1.00000000000000000000,0,4860421|4850518,4860421|0,2021-06-03,NA,4850518
3170,4873323,4861096,4802427,4861096,-1.00000000000000000000,0,4861096|4802427,4861096|0,2021-06-03,NA,4802427
3171,4873598,4861371,4861060,4861371,-1.00000000000000000000,0,4861371|4861060,4861371|0,2021-06-03,NA,4861060
3172,4874114,4861885,4861727,4861885,-1.00000000000000000000,0,4861885|4861727,4861885|0,2021-06-03,NA,4861727
3173,4874203,4861974,4861816,4861974,-1.00000000000000000000,0,4861974|4861816,4861974|0,2021-06-03,NA,4861816
3174,4874553,4862324,4862324,4841265,1.00000000000000000000,0,4862324|4862324,4841265|0,2021-06-03,NA,4862324
3175,4874882,4862653,4856877,4862653,-1.00000000000000000000,0,4862653|4856877,4862653|0,2021-06-03,NA,4856877
3176,4875066,4862837,4862837,4862836,1.00000000000000000000,4862833,4862837|4862837,4862836|4862833,2021-06-04,4862836|4862833,-1
3177,4876202,4863973,4863841,4863973,-1.00000000000000000000,0,4863973|4863841,4863973|0,2021-06-04,NA,4863841
3178,4876358,4864129,4821268,4864129,-1.00000000000000000000,0,4864129|4821268,4864129|0,2021-06-04,NA,4821268
3179,4876399,4864170,4864170,4864169,1.00000000000000000000,4821268,4864170|4864170,4864169|4821268,2021-06-04,4864169|4821268,-1
3180,4876610,4864381,4864381,4864380,1.00000000000000000000,4666825,4864381|4864381,4864380|4666825,2021-06-04,4864380|4666825,-1
3181,4876659,4864430,4864430,4864429,1.00000000000000000000,4864412,4864430|4864430,4864429|4864412,2021-06-04,4864429|4864412,-1
3182,4876808,4864579,4864520,4864579,-1.00000000000000000000,0,4864579|4864520,4864579|0,2021-06-04,NA,4864520
3183,4876959,4864730,4858053,4864730,-15.00000000000000000000,0,4864730|4858053,4864730|0,2021-06-04,NA,4858053
3184,4876987,4864758,4864757,4864758,-1.00000000000000000000,0,4864758|4864757,4864758|0,2021-06-04,NA,4864757
3185,4872484,4860258,4857341,4860258,-15.00000000000000000000,0,4860258|4857341,4860258|0,2021-06-03,NA,4857341
3186,4872616,4860390,4860390,4852073,1.00000000000000000000,0,4860390|4860390,4852073|0,2021-06-03,NA,4860390
3187,4872683,4860457,4860347,4860457,-1.00000000000000000000,0,4860457|4860347,4860457|0,2021-06-03,NA,4860347
3188,4872953,4860726,4859908,4860726,-1.00000000000000000000,0,4860726|4859908,4860726|0,2021-06-03,NA,4859908
3189,4873233,4861006,4666853,4861006,-1.00000000000000000000,0,4861006|4666853,4861006|0,2021-06-03,NA,4666853
3190,4873809,4861580,4861145,4861580,-1.00000000000000000000,0,4861580|4861145,4861580|0,2021-06-03,NA,4861145
3191,4874204,4861975,4861817,4861975,-1.00000000000000000000,0,4861975|4861817,4861975|0,2021-06-03,NA,4861817
3192,4874345,4862116,4862045,4862116,-1.00000000000000000000,0,4862116|4862045,4862116|0,2021-06-03,NA,4862045
3193,4874630,4862401,3700245,4862401,-1.00000000000000000000,0,4862401|3700245,4862401|0,2021-06-03,NA,3700245
3194,4874668,4862439,4862439,4862438,1.00000000000000000000,4862437,4862439|4862439,4862438|4862437,2021-06-03,4862438|4862437,-1
3195,4875074,4862845,4862843,4862845,-2.00000000000000000000,0,4862845|4862843,4862845|0,2021-06-04,NA,4862843
3196,4875130,4862901,4862861,4862901,-1.00000000000000000000,0,4862901|4862861,4862901|0,2021-06-04,NA,4862861
3197,4875508,4863279,4863279,4863278,1.00000000000000000000,4863275,4863279|4863279,4863278|4863275,2021-06-04,4863278|4863275,-1
3198,4875542,4863313,4863313,4863312,1.00000000000000000000,4863299,4863313|4863313,4863312|4863299,2021-06-04,4863312|4863299,-1
3199,4875735,4863506,4863506,4863505,1.00000000000000000000,4226129,4863506|4863506,4863505|4226129,2021-06-04,4863505|4226129,-1
3200,4875861,4863632,4863630,4863632,-1.00000000000000000000,0,4863632|4863630,4863632|0,2021-06-04,NA,4863630
3201,4876709,4864480,4864475,4864480,-1.00000000000000000000,0,4864480|4864475,4864480|0,2021-06-04,NA,4864475
3202,4877050,4864820,4864820,4864819,5.00000000000000000000,4774341,4864820|4864820,4864819|4774341,2021-06-04,4864819|4774341,-1
3203,4877175,4864944,4864891,4864944,-1.00000000000000000000,0,4864944|4864891,4864944|0,2021-06-04,NA,4864891
3204,4877408,4865177,4861184,4865177,-1.00000000000000000000,0,4865177|4861184,4865177|0,2021-06-04,NA,4861184
3205,4877441,4865210,4861218,4865210,-1.00000000000000000000,0,4865210|4861218,4865210|0,2021-06-04,NA,4861218
3206,4872452,4860226,4860224,4860226,-1.00000000000000000000,0,4860226|4860224,4860226|0,2021-06-03,NA,4860224
3207,4872541,4860315,4860315,4851998,1.00000000000000000000,0,4860315|4860315,4851998|0,2021-06-03,NA,4860315
3208,4872657,4860431,4850494,4860431,-1.00000000000000000000,0,4860431|4850494,4860431|0,2021-06-03,NA,4850494
3209,4872673,4860447,4860337,4860447,-1.00000000000000000000,0,4860447|4860337,4860447|0,2021-06-03,NA,4860337
3210,4872832,4860605,4860605,4860604,1.00000000000000000000,4860603,4860605|4860605,4860604|4860603,2021-06-03,4860604|4860603,-1
3211,4874139,4861910,4861752,4861910,-1.00000000000000000000,0,4861910|4861752,4861910|0,2021-06-03,NA,4861752
